Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Дутка,Спас,Юхимович,Чоловіча,2003-11-01,Ріелтор,місто Нове Давидково,"узвіз Джерельна, буд. 8 кв. 8, Старокостянтинів, 77377",+380 35 306-61-58,pylypivanychuk@example.org
Прокопович,Вадим,Іванович,Чоловіча,2008-06-22,Мірошник,місто Українка,"сквер Незамаївська, буд. 865, Заліщики, 72524",313-62-50,fedirvashchenko@example.org
Бабариченко,Емілія,Данівна,Жіноча,2008-04-27,Конструктор,місто Зоринськ,"вулиця Покровський, буд. 066 кв. 43, Південне, 90505",+380 53 841-30-69,iefremkalchenko@example.org
Кибкало,Єлисавета,Охрімівна,Жіноча,1969-05-09,Реабілітолог,місто Павлоград,"сквер Водопровідний 1-й, буд. 974 кв. 3, Старокостянтинів, 15186",+380 (28) 684-89-16,lukashfedir@example.net
Яценко,Станіслав,Ігнатович,Чоловіча,2003-10-24,Архітектор,місто Кілія,"парк Дмитра Іванова, буд. 53, Севастополь, 88604",095 486-19-34,olifirenkovenedykt@example.com
Джус,Дмитро,Теодорович,Чоловіча,1953-08-04,Локсмайстер,місто Мирноград,"провулок Лінія 24-та, буд. 46 кв. 9, Чуднів, 37453",+380 33 482-17-62,xchubai@example.net
Абрамчук,Аврелій,Яремович,Чоловіча,2008-06-03,Провізор,хутір Українськ,"провулок Князівський, буд. 135 кв. 163, Прилуки, 55222",+380 00 533-60-66,kozachenkoboryslav@example.com
Жаліло,Олена,Леонтіївна,Жіноча,1992-11-22,Петрограф,селище Новояворівськ,"провулок Дачна, буд. 9, Глиняни, 04586",+380 95 737-31-50,sirkonataliia@example.net
Базавлученко,Володимира,Амвросійовна,Жіноча,1983-03-28,Машиніст,селище Коростень,"площа Заводська 2-га, буд. 6 кв. 275, Болград, 99366",016 483-58-70,iaroslavbaturynets@example.org
Ткаченко,Аліна,Ааронівна,Жіноча,1940-05-22,Публіцист,хутір Берестин,"шосе Юрія Кондратюка, буд. 979 кв. 3, Охтирка, 49126",087 744 40 94,alberttelizhenko@example.com
Рябченко,Василина,Олегівна,Жіноча,1982-01-18,Графік,село Городище,"проспект Хімічна, буд. 8, Сіверськ, 97931",+380 (91) 841-05-34,iaroslava08@example.com
Височан,Богданна,Володимирівна,Жіноча,1955-05-06,Акушер,селище Підгайці,"шосе Молодіжна, буд. 703 кв. 7, Рені, 35553",099 798 77 52,jlahoda@example.org
Філіпенко,Веніямин,Олегович,Чоловіча,1985-01-15,Маркетолог,місто Севастополь,"провулок Офіцерський 1-й, буд. 1 кв. 442, Васильків, 44744",029 868 02 07,alina20@example.com
Деревʼянко,Святослава,Гаврилівна,Жіноча,1964-06-12,Ветеринар,місто Самбір,"шосе Якірний, буд. 3, Конотоп, 47659",064 376 19 53,fiemets@example.org
Тарасенко,Варфоломій,Зиновійович,Чоловіча,1968-03-27,Електрик,селище Болехів,"узвіз Йозефа Прибіка, буд. 937, Борислав, 04473",+380 03 280-69-66,violetta63@example.com
Непорожній,Амалія,Варфоломіївна,Жіноча,1955-03-29,Кухар,село Рені,"набережна Залізнична, буд. 198 кв. 140, Шептицький, 65678",301 53 92,edytalukash@example.net
Титаренко,Розалія,Гордіївна,Жіноча,1966-05-19,Письменник,хутір Сокологірськ,"шосе Остапа Вишні, буд. 60 кв. 524, Синельникове, 93511",924-80-64,nestor50@example.net
Захаренко,Едита,Єлисеївна,Жіноча,1955-04-21,Єгер,селище Конотоп,"площа Родоканакі, буд. 67 кв. 2, Хмільник, 36194",802-46-26,smykavrelii@example.com
Макаренко,Марія,Русланівна,Жіноча,1969-09-12,Паблік рилейшнз,селище Львів,"набережна Івасюка Володимира, буд. 2 кв. 9, Мар'їнка, 77611",+380 97 615-01-70,parmenbabiuk@example.com
Забіла,Альберт,Теодорович,Чоловіча,1963-05-22,Клавішник,місто Валки,"вулиця Олешківська, буд. 7, Васильків, 76549",+380 37 252 42 05,larsenych@example.net
Чуйко,Тетяна,Георгіївна,Жіноча,1939-06-25,Паблік рилейшнз,місто Ладижин,"парк Локомотивний 4-й, буд. 13, Болехів, 44963",157-14-83,allatovstolis@example.org
Непорожній,Вʼячеслав,Богданович,Чоловіча,1961-01-26,Астрофізик,село Калуш,"шосе Чубаївська, буд. 29, Єнакієве, 96523",+380 81 184-84-72,zhaliloirena@example.net
Остапчук,Омелян,Адамович,Чоловіча,1942-06-30,Бухгалтер,село Старокостянтинів,"набережна Болгарська, буд. 8 кв. 86, Донецьк, 25202",+380 39 137-72-80,smykpavlo@example.net
Фесенко,Борис,Артемович,Чоловіча,1980-12-21,М'ясник,селище Приморськ,"узвіз Нафтовиків 2-й, буд. 01, Ковель, 44875",+380 45 386-82-14,baidanazar@example.net
Дацюк,Варфоломій,Петрович,Чоловіча,1999-08-18,Промисловець,місто Мостиська,"шосе 1-й Академічний тупик, буд. 7 кв. 030, Залізне, 37678",113 11 53,bashtandaryna@example.net
Шовкопляс,Борис,Гордійович,Чоловіча,1977-05-12,Географ,хутір Нова Одеса,"парк Шкільний аеродром, буд. 700 кв. 19, Христинівка, 17815",095-50-76,prokhironufriienko@example.com
Пушкар,Євген,Аркадійович,Чоловіча,1979-10-26,Журналіст,місто Ровеньки,"вулиця Слобідський узвіз, буд. 6, Переяслав, 05351",930-44-59,avhustyn96@example.org
Полтавець,Святослава,Бориславівна,Жіноча,1946-02-09,Інженер,селище Куп'янськ,"парк Сергія Коновалова, буд. 61, Ходорів, 68846",592 21 14,oatamaniuk@example.org
Онуфрієнко,Гордій,Олексович,Чоловіча,1957-11-13,Євнух,хутір Судак,"площа Платанова, буд. 046 кв. 113, Білопілля, 06415",+380 09 278 35 97,gsirobaba@example.org
Юрчук,Анжела,Аркадіївна,Жіноча,1941-12-31,Педагог,місто Броди,"проспект Восьмого березня, буд. 06 кв. 361, Родинське, 33177",611-97-46,ovsiienkosolomiia@example.org
Полтавець,Михайло,Зорянович,Чоловіча,1944-03-30,Локсмайстер,селище Бунге,"площа Павла Вірського, буд. 200 кв. 66, Миргород, 90380",+380 92 137-60-04,hlib38@example.com
Бабко,Камілла,Євгенівна,Жіноча,1968-07-06,Пекар,селище Городище,"шосе Овідіопольська, буд. 573 кв. 767, Тернопіль, 48878",+380 47 417-14-48,izhakevychviktoriia@example.com
Дробаха,Ірина,Назарівна,Жіноча,1953-06-27,Науковець,місто Світловодськ,"площа Ланжерон, буд. 9 кв. 80, Полтава, 30571",+380 07 125-99-95,artemsirko@example.com
Арсенич,Марія,Сергіївна,Жіноча,1939-04-09,Бухгалтер,хутір Ковель,"сквер Айвазовського, буд. 298, Долина, 97469",+380 65 575-01-53,vyshyvanyimariia@example.org
Дашкевич,Надія,Охрімівна,Жіноча,2007-08-13,Композитор,хутір Запоріжжя,"провулок Ігоря Балмагії, буд. 00, Славута, 46578",003 529 53 85,vdovychenkobohdan@example.net
Батюк,Феофан,Остапович,Чоловіча,1974-02-13,Дантист,хутір Мирноград,"сквер Соляний 6-й, буд. 56 кв. 35, Шостка, 02991",+380 50 752-34-28,lavrenkodavyd@example.org
Шинкаренко,Аркадій,Богодарович,Чоловіча,1965-04-25,Кіноактор,селище Ірміно,"проспект Старицького, буд. 874, Винники, 04891",+380 (85) 879-54-50,olha78@example.com
Єрошенко,Варвара,Богодарівна,Жіноча,1967-02-11,Менеджер,місто Гребінка,"набережна Лазурний 3-й, буд. 779, Шахтарське, 57549",065 195 79 85,khrystychtaras@example.com
Вахній,Соломія,Євгенівна,Жіноча,1944-08-11,Піаніст,хутір Кобеляки,"провулок Павла Чубинського, буд. 40, Бахчисарай, 90942",+380 (12) 410-81-54,xbarabash@example.com
Ребрик,Артем,Петрович,Чоловіча,1974-05-19,Провізор,селище Дрогобич,"парк Михайла Слабченка, буд. 69 кв. 463, Тростянець, 64251",+380 58 224 34 53,rudykmaryna@example.com
Рак,Вʼячеслав,Миколайович,Чоловіча,1973-03-16,Слідчий,хутір Сімферополь,"узвіз Кордонна, буд. 8, Дрогобич, 29289",021 196-09-22,terezaievdokymenko@example.net
